x,y
0.04555114479329567, 0.0865532693764201
0.05235106994399666, 0.08613811046593173
0.0597691701083978, 0.08580079385115993
0.06595092024539881, 0.08551537210019917
0.06965997032759938, 0.08524292406519118
0.07831442051940066, 0.08494452859827765
0.08449617065640161, 0.08465910684731691
0.09315062084820294, 0.0843217902325451
0.10118689602630418, 0.08403312505259615
0.11416857131400618, 0.08353039355942664
0.1230702915112876, 0.083151561053606
0.1364228718072096, 0.08285576032988304
0.1642407474237139, 0.08218437052932762
0.17907694775251617, 0.08188273163342591
0.1883495729580176, 0.08168812589413449
0.21616744857452183, 0.08123080240679964
0.23100364890332412, 0.08106538752840192
0.2458398492321264, 0.08096808465875621
0.2606760495609287, 0.08084159092821679
0.275512249889731, 0.08077347891946479
0.2903484502185333, 0.08067617604981908
0.301475600465135, 0.08065671547588993
0.3237299009583384, 0.08055941260624422
0.3385661012871407, 0.08055941260624422
0.353402301615943, 0.08055941260624422
0.3682385019447453, 0.08055941260624422
0.38307470227354745, 0.08055941260624422
0.39791090260234974, 0.08055941260624422
0.40903805284895145, 0.08052049145838594
0.4312923533421549, 0.08053995203231508
0.44612855367095716, 0.08055941260624422
0.46096475399975945, 0.08055941260624422
0.47580095432856173, 0.08055941260624422
0.490637154657364, 0.08055941260624422
0.5054733549861663, 0.08055941260624422
0.5203095553149686, 0.08054968231927964
0.5351457556437709, 0.08048157031052765
0.5499819559725732, 0.08044264916266937
0.5648181563013754, 0.08044264916266937
0.5796543566301777, 0.08039399772784651
0.59449055695898, 0.0803648068669528
0.6093267572877823, 0.08029669485820079
0.6241629576165845, 0.08024804342337793
0.6396173329590868, 0.08018317484361413
0.653835358274189, 0.08012154969283851
0.6686715586029913, 0.0800242468231928
0.6835077589317936, 0.07994640452747623
0.6983439592605959, 0.07989775309265337
0.7131801595893982, 0.0798199107969368
0.7539797104936045, 0.07966422620550366
0.7688159108224067, 0.07955719304889339
0.783652111151209, 0.07954746276192881
0.7984883114800113, 0.07953773247496423
0.8133245118088136, 0.07944042960531852
0.8281607121376159, 0.07944042960531852
0.8374333373431172, 0.07946962046621224
0.8578331127952205, 0.07954746276192881
0.8726693131240227, 0.07960584448371624
0.9097598139460285, 0.0799561348144408
0.9245960142748307, 0.0800923588319448
0.933868639480332, 0.08020912227551966
0.7239263803680982, 0.07976394849785408
0.7372188139059305, 0.07969957081545065
0.8844580777096115, 0.07972103004291846
0.8957055214723927, 0.07984978540772533
0.19631901840490798, 0.08154506437768241
0.2044989775051125, 0.08137339055793992
0.14519427402862992, 0.08263948497854078
0.1533742331288344, 0.08244635193133049
0.1083844580777096, 0.08375536480686696
0.1298568507157464, 0.08300429184549357
0.04089979550102249, 0.08706008583690988
0.17177914110429446, 0.08201716738197426
0.1196319018404908, 0.08334763948497854
0.41922290388548067, 0.08053648068669528
0.3098159509202454, 0.08062231759656653
