x,y
0.042516355645819126, 460.8143948323825
0.05791480081903083, 482.07600546937624
0.07331324599224254, 499.52142958178126
0.08871169116545424, 516.4216841906738
0.11565897021857469, 554.0383799330473
0.1310574153917864, 571.4838040454524
0.1464558605649981, 588.9292281578576
0.1618543057382098, 606.3746522702627
0.1772527509114215, 619.4587203545665
0.19072639043798173, 631.8158957675201
0.2195984751377537, 661.981941628554
0.23499692031096536, 677.7918572304211
0.25039536548417707, 690.3307558112123
0.2657938106573888, 706.1406714130794
0.2811922558306005, 717.5892309868452
0.2965907010038122, 730.1281295676364
0.33123720264353856, 760.1124522608327
0.3466356478167502, 771.5610118345985
0.36203409298996186, 783.0095714083644
0.3774325381631736, 795.003300485643
0.3928309833363853, 806.4518600594088
0.4313270962694146, 832.0748267245037
0.4467255414426263, 839.7071997736809
0.4621239866158379, 848.9750813333962
0.4775224317890497, 857.1526238860861
0.49292087696226133, 865.8753359422888
0.5044697108421701, 872.4173699844406
0.5391162124818965, 889.317624593333
0.5545146576551081, 895.859658635485
0.56991310282832, 901.8565231741243
0.5853115480015316, 907.3082182092509
0.6007099931747433, 912.2147437408648
0.6161084383479549, 919.3019472865294
0.6315068835211666, 924.7536423216559
0.6469053286943784, 929.1149983497572
0.6623037738675901, 934.5666933848838
0.6777022190408017, 938.3828799094724
0.6931006642140134, 942.7442359375736
0.7084991093872253, 946.5604224621624
0.7200479432671341, 946.5604224621624
0.7546944449068602, 955.8283040218776
0.7700928900800719, 959.6444905464662
0.7854913352532837, 959.6444905464662
0.8008897804264954, 962.3703380640295
0.816288225599707, 964.0058465745674
0.8316866707729189, 964.0058465745674
0.8470851159461306, 964.0058465745674
0.8624835611193422, 964.5510160780801
0.8778820062925539, 970.0027111132067
0.8932804514657657, 970.5478806167193
0.9086788966389774, 970.5478806167193
0.924077341812189, 970.5478806167193
0.9394757869854007, 969.4575416096941
0.7304439746300211, 949.7005988023952
0.7399577167019027, 950.8982035928145
0.5200845665961944, 881.4371257485031
0.4038054968287526, 815.5688622754492
0.4143763213530655, 822.7544910179641
0.306553911205074, 740.119760479042
0.31818181818181823, 749.7005988023952
0.20190274841437633, 645.5089820359282
0.1046511627906977, 538.9221556886228
0.09513742071881609, 525.748502994012
