#1
double tab(21,2)
	0.00	2.65400
	0.05	3.51636
	0.10	3.67457
	0.15	3.71036
	0.20	3.72503
	0.25	3.73638
	0.30	3.74769
	0.35	3.75975
	0.40	3.77288
	0.45	3.78733
	0.50	3.80336
	0.55	3.82120
	0.60	3.84109
	0.65	3.86328
	0.70	3.88799
	0.75	3.91548
	0.80	3.94598
	0.85	3.97973
	0.90	4.01697
	0.95	4.05795
	1.00	4.10290
